name,ticker,cap_tier,sector,sub_segment,close_price,ret_1y,ret_2y,ret_3y,ret_4y,ret_5y,ret_6y,re_mw,re_pct,annual_mu,grid_tariff,solar_cost,unit_shield,annual_shield_cr,primary_model,targets
Privi Speci.,PRIVISCL,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,3367.3,-7.0,26.0,89.0,157.0,235.0,353.0,2.6,13.0,3.9,8.9,3.7,5.2,20.3,Group Captive Solar & Rooftop PV (SEBI Rank #528),Targeting >38% clean electricity mix
Lloyds Engineeri,LLOYDSENGG,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,84.21,-6.0,28.0,92.0,161.0,240.0,359.0,2.6,14.0,3.9,8.9,3.7,5.2,20.3,Group Captive Solar & Rooftop PV (SEBI Rank #529),Targeting >39% clean electricity mix
Aptus Value Hou.,APTUS,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,258.85,-5.0,30.0,95.0,165.0,245.0,365.0,2.6,15.0,3.9,8.9,3.7,5.2,20.3,Group Captive Solar & Rooftop PV (SEBI Rank #530),Targeting >40% clean electricity mix
Edelweiss.Fin.,EDELWEISS,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,136.08,-4.0,32.0,98.0,169.0,250.0,371.0,2.6,16.0,3.9,8.9,3.7,5.2,20.3,Group Captive Solar & Rooftop PV (SEBI Rank #531),Targeting >41% clean electricity mix
Bluestone Jewel,BLUESTONE,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,842.75,-3.0,34.0,101.0,173.0,255.0,377.0,2.6,17.0,3.9,8.9,3.7,5.2,20.3,Group Captive Solar & Rooftop PV (SEBI Rank #532),Targeting >42% clean electricity mix
Karnataka Bank,KTKBANK,Small Cap,Banking & Financial Services,BFSI,340.1,-2.0,36.0,104.0,177.0,260.0,383.0,2.6,18.0,3.9,8.9,3.7,5.2,20.3,Group Captive Solar & Rooftop PV (SEBI Rank #533),Targeting >43% clean electricity mix
Corona Remedies,CORONA,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,2100.1,0.0,40.0,110.0,185.0,270.0,395.0,2.6,20.0,3.9,8.9,3.7,5.2,20.3,Group Captive Solar & Rooftop PV (SEBI Rank #535),Targeting >45% clean electricity mix
JSW Holdings,JSWHL,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,11472.0,2.0,44.0,116.0,193.0,280.0,407.0,2.5,22.0,3.8,8.9,3.7,5.2,19.8,Group Captive Solar & Rooftop PV (SEBI Rank #537),Targeting >47% clean electricity mix
Home First Finan,HOMEFIRST,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,1210.1,3.0,46.0,119.0,197.0,285.0,413.0,2.5,23.0,3.8,8.9,3.7,5.2,19.8,Group Captive Solar & Rooftop PV (SEBI Rank #538),Targeting >48% clean electricity mix
Black Box,BBOX,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,712.25,4.0,48.0,122.0,201.0,290.0,419.0,2.5,24.0,3.8,8.9,3.7,5.2,19.8,Group Captive Solar & Rooftop PV (SEBI Rank #539),Targeting >49% clean electricity mix
JM Financial,JMFINANCIL,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,132.06,5.0,5.0,20.0,100.0,190.0,320.0,2.5,25.0,3.8,8.9,3.7,5.2,19.8,Group Captive Solar & Rooftop PV (SEBI Rank #540),Targeting >50% clean electricity mix
Varroc Engineer,VARROC,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,826.35,6.0,7.0,23.0,104.0,195.0,326.0,2.5,26.0,3.8,8.9,3.7,5.2,19.8,Group Captive Solar & Rooftop PV (SEBI Rank #541),Targeting >51% clean electricity mix
Manorama Indust.,MANORAMA,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,1993.4,7.0,9.0,26.0,108.0,200.0,332.0,2.5,27.0,3.8,8.9,3.7,5.2,19.8,Group Captive Solar & Rooftop PV (SEBI Rank #542),Targeting >52% clean electricity mix
Nuvoco Vistas,NUVOCO,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,352.15,8.0,11.0,29.0,112.0,205.0,338.0,2.5,28.0,3.8,8.9,3.7,5.2,19.8,Group Captive Solar & Rooftop PV (SEBI Rank #543),Targeting >53% clean electricity mix
Ujjivan Small,UJJIVANSFB,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,64.43,9.0,13.0,32.0,116.0,210.0,344.0,2.5,29.0,3.8,8.9,3.7,5.2,19.8,Group Captive Solar & Rooftop PV (SEBI Rank #544),Targeting >54% clean electricity mix
Sedemac Mechatro,SEDEMAC,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,2814.4,12.0,19.0,41.0,128.0,225.0,362.0,2.5,32.0,3.8,8.9,3.7,5.2,19.8,Group Captive Solar & Rooftop PV (SEBI Rank #547),Targeting >57% clean electricity mix
Godrej Agrovet,GODREJAGRO,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,644.85,13.0,21.0,44.0,132.0,230.0,368.0,2.5,33.0,3.8,8.9,3.7,5.2,19.8,Group Captive Solar & Rooftop PV (SEBI Rank #548),Targeting >58% clean electricity mix
South Ind.Bank,SOUTHBANK,Small Cap,Banking & Financial Services,BFSI,47.29,15.0,25.0,50.0,140.0,240.0,380.0,2.5,10.0,3.8,8.9,3.7,5.2,19.8,Group Captive Solar & Rooftop PV (SEBI Rank #550),Targeting >35% clean electricity mix
E2E Networks,E2E,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,601.55,16.0,27.0,53.0,144.0,245.0,386.0,2.5,11.0,3.8,8.9,3.7,5.2,19.8,Group Captive Solar & Rooftop PV (SEBI Rank #551),Targeting >36% clean electricity mix
Park Medi World,PARKHOSPS,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,286.25,17.0,29.0,56.0,148.0,250.0,392.0,2.5,12.0,3.8,8.9,3.7,5.2,19.8,Group Captive Solar & Rooftop PV (SEBI Rank #552),Targeting >37% clean electricity mix
Gravita India,GRAVITA,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,1661.6,19.0,33.0,62.0,156.0,260.0,404.0,2.5,14.0,3.8,8.9,3.7,5.2,19.8,Group Captive Solar & Rooftop PV (SEBI Rank #554),Targeting >39% clean electricity mix
Laxmi Organic,LXCHEM,Small Cap,Chemicals & Petrochemicals,Specialty Chemicals,172.04,24.0,53.0,112.0,136.0,210.0,384.0,2.7,29.0,4.1,8.4,3.8,4.6,18.9,Group Captive Solar & Rooftop PV (SEBI Rank #884),Targeting >54% clean electricity mix
Cyient,CYIENT,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,1101.8,20.0,35.0,65.0,160.0,265.0,410.0,2.4,15.0,3.6,8.9,3.7,5.2,18.7,Group Captive Solar & Rooftop PV (SEBI Rank #555),Targeting >40% clean electricity mix
Metropolis Healt,METROPOLIS,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,588.7,21.0,37.0,68.0,164.0,270.0,416.0,2.4,16.0,3.6,8.9,3.7,5.2,18.7,Group Captive Solar & Rooftop PV (SEBI Rank #556),Targeting >41% clean electricity mix
Sky Gold & Diam.,SKYGOLD,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,781.45,23.0,41.0,74.0,172.0,280.0,428.0,2.4,18.0,3.6,8.9,3.7,5.2,18.7,Group Captive Solar & Rooftop PV (SEBI Rank #558),Targeting >43% clean electricity mix
Akums Drugs,AKUMS,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,765.75,24.0,43.0,77.0,176.0,285.0,434.0,2.4,19.0,3.6,8.9,3.7,5.2,18.7,Group Captive Solar & Rooftop PV (SEBI Rank #559),Targeting >44% clean electricity mix
PVR Inox,PVRINOX,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,1227.2,25.0,45.0,80.0,100.0,210.0,360.0,2.4,20.0,3.6,8.9,3.7,5.2,18.7,Group Captive Solar & Rooftop PV (SEBI Rank #560),Targeting >45% clean electricity mix
Blue Dart Expres,BLUEDART,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,4991.7,26.0,47.0,83.0,104.0,215.0,366.0,2.4,21.0,3.6,8.9,3.7,5.2,18.7,Group Captive Solar & Rooftop PV (SEBI Rank #561),Targeting >46% clean electricity mix
Godrej Consumer Products,GODREJCP,Large Cap,FMCG & Consumer Goods,Onsite Rooftop Solar + Green Tariff,878.0,-24.8,-37.0,-11.5,-3.6,-14.7,21.1,18.0,42.0,38.0,8.6,3.75,4.85,18.4,Onsite Rooftop Solar + Green Tariff,100% RE by 2030
Havells India Ltd,HAVELLS,Large Cap,Capital Goods & Engineering,Consumer Electricals & Lighting,1154.0,25.0,42.0,68.0,115.0,165.0,230.0,18.0,42.0,38.0,8.5,3.75,4.75,18.0,Rooftop Solar on 100% owned plant sheds,60% RE by 2028; Carbon Neutral 2035
Vishnu Chemicals,VISHNU,Small Cap,Chemicals & Petrochemicals,Specialty Chemicals,702.0,28.0,61.0,124.0,152.0,230.0,408.0,2.6,33.0,3.9,8.4,3.8,4.6,17.9,Group Captive Solar & Rooftop PV (SEBI Rank #888),Targeting >58% clean electricity mix
Titagarh Rail,TITAGARH,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,871.85,27.0,49.0,86.0,108.0,220.0,372.0,2.3,22.0,3.4,8.9,3.7,5.2,17.7,Group Captive Solar & Rooftop PV (SEBI Rank #562),Targeting >47% clean electricity mix
Viyash Scientific,VIYASH,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,265.85,28.0,51.0,89.0,112.0,225.0,378.0,2.3,23.0,3.4,8.9,3.7,5.2,17.7,Group Captive Solar & Rooftop PV (SEBI Rank #563),Targeting >48% clean electricity mix
Tega Inds.,TEGA,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,1548.0,29.0,53.0,92.0,116.0,230.0,384.0,2.3,24.0,3.4,8.9,3.7,5.2,17.7,Group Captive Solar & Rooftop PV (SEBI Rank #564),Targeting >49% clean electricity mix
PC Jeweller,PCJEWELLER,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,11.86,31.0,57.0,98.0,124.0,240.0,396.0,2.3,26.0,3.4,8.9,3.7,5.2,17.7,Group Captive Solar & Rooftop PV (SEBI Rank #566),Targeting >51% clean electricity mix
Volt.Transform.,VOLTAMP,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,11418.0,32.0,59.0,101.0,128.0,245.0,402.0,2.3,27.0,3.4,8.9,3.7,5.2,17.7,Group Captive Solar & Rooftop PV (SEBI Rank #567),Targeting >52% clean electricity mix
RRPSemiconductor,504346,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,8374.25,33.0,61.0,104.0,132.0,250.0,408.0,2.3,28.0,3.4,8.9,3.7,5.2,17.7,Group Captive Solar & Rooftop PV (SEBI Rank #568),Targeting >53% clean electricity mix
Paras Defence,PARAS,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,1414.9,34.0,63.0,107.0,136.0,255.0,414.0,2.3,29.0,3.4,8.9,3.7,5.2,17.7,Group Captive Solar & Rooftop PV (SEBI Rank #569),Targeting >54% clean electricity mix
UTI AMC,UTIAMC,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,880.55,36.0,67.0,113.0,144.0,265.0,426.0,2.3,31.0,3.4,8.9,3.7,5.2,17.7,Group Captive Solar & Rooftop PV (SEBI Rank #571),Targeting >56% clean electricity mix
Lloyds Enterpris,LLOYDSENT,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,74.23,37.0,69.0,116.0,148.0,270.0,432.0,2.3,32.0,3.4,8.9,3.7,5.2,17.7,Group Captive Solar & Rooftop PV (SEBI Rank #572),Targeting >57% clean electricity mix
Aarti Drugs,AARTIDRUGS,Small Cap,Chemicals & Petrochemicals,Specialty Chemicals,431.65,34.0,48.0,122.0,221.0,370.0,469.0,2.5,34.0,3.8,8.4,3.8,4.6,17.5,Group Captive Solar & Rooftop PV (SEBI Rank #959),Targeting >59% clean electricity mix
Unichem Labs.,UNICHEMLAB,Small Cap,Chemicals & Petrochemicals,Specialty Chemicals,550.2,47.0,74.0,101.0,133.0,175.0,287.0,2.5,47.0,3.8,8.4,3.8,4.6,17.5,Group Captive Solar & Rooftop PV (SEBI Rank #972),Targeting >72% clean electricity mix
SMS Pharma.,SMSPHARMA,Small Cap,Pharmaceuticals & Healthcare,Pharma & Healthcare,392.5,6.0,12.0,63.0,119.0,185.0,321.0,2.5,36.0,3.8,8.4,3.8,4.6,17.5,Group Captive Solar & Rooftop PV (SEBI Rank #996),Targeting >61% clean electricity mix
Ircon Intl.,IRCON,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,119.25,40.0,75.0,125.0,160.0,285.0,450.0,2.2,10.0,3.3,8.9,3.7,5.2,17.2,Group Captive Solar & Rooftop PV (SEBI Rank #575),Targeting >35% clean electricity mix
SignatureGlobal,SIGNATURE,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,796.55,41.0,77.0,128.0,164.0,290.0,456.0,2.2,11.0,3.3,8.9,3.7,5.2,17.2,Group Captive Solar & Rooftop PV (SEBI Rank #576),Targeting >36% clean electricity mix
SBFC Finance,SBFC,Small Cap,Banking & Financial Services,BFSI,100.08,43.0,81.0,134.0,172.0,300.0,468.0,2.2,13.0,3.3,8.9,3.7,5.2,17.2,Group Captive Solar & Rooftop PV (SEBI Rank #578),Targeting >38% clean electricity mix
Shreeji Ship. Gl,SHREEJISPG,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,680.15,44.0,83.0,137.0,176.0,305.0,474.0,2.2,14.0,3.3,8.9,3.7,5.2,17.2,Group Captive Solar & Rooftop PV (SEBI Rank #579),Targeting >39% clean electricity mix
Avanti Feeds,AVANTIFEED,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,798.6,46.0,87.0,143.0,184.0,315.0,486.0,2.2,16.0,3.3,8.9,3.7,5.2,17.2,Group Captive Solar & Rooftop PV (SEBI Rank #581),Targeting >41% clean electricity mix
KEC International,KEC,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,408.55,47.0,89.0,146.0,188.0,320.0,492.0,2.2,17.0,3.3,8.9,3.7,5.2,17.2,Group Captive Solar & Rooftop PV (SEBI Rank #582),Targeting >42% clean electricity mix
Jubilant Ingrev.,JUBLINGREA,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,680.3,48.0,91.0,149.0,192.0,325.0,498.0,2.2,18.0,3.3,8.9,3.7,5.2,17.2,Group Captive Solar & Rooftop PV (SEBI Rank #583),Targeting >43% clean electricity mix
Mahanagar Gas,MGL,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,1096.6,49.0,93.0,152.0,196.0,330.0,504.0,2.2,19.0,3.3,8.9,3.7,5.2,17.2,Group Captive Solar & Rooftop PV (SEBI Rank #584),Targeting >44% clean electricity mix
Blue Jet Health,BLUEJET,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,569.8,-15.0,-15.0,45.0,90.0,225.0,400.0,2.2,20.0,3.3,8.9,3.7,5.2,17.2,Group Captive Solar & Rooftop PV (SEBI Rank #585),Targeting >45% clean electricity mix
Afcons Infrastr.,AFCONS,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,292.8,-14.0,-13.0,48.0,94.0,230.0,406.0,2.2,21.0,3.3,8.9,3.7,5.2,17.2,Group Captive Solar & Rooftop PV (SEBI Rank #586),Targeting >46% clean electricity mix
IIFL Capital,IIFLCAPS,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,341.2,-13.0,-11.0,51.0,98.0,235.0,412.0,2.2,22.0,3.3,8.9,3.7,5.2,17.2,Group Captive Solar & Rooftop PV (SEBI Rank #587),Targeting >47% clean electricity mix
Can Fin Homes,CANFINHOME,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,807.4,-12.0,-9.0,54.0,102.0,240.0,418.0,2.2,23.0,3.3,8.9,3.7,5.2,17.2,Group Captive Solar & Rooftop PV (SEBI Rank #588),Targeting >48% clean electricity mix
Suven Life Scie.,SUVEN,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,378.0,-11.0,-7.0,57.0,106.0,245.0,424.0,2.1,24.0,3.2,8.9,3.7,5.2,16.6,Group Captive Solar & Rooftop PV (SEBI Rank #589),Targeting >49% clean electricity mix
Blackbuck,BLACKBUCK,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,586.1,-10.0,-5.0,60.0,110.0,250.0,430.0,2.1,25.0,3.2,8.9,3.7,5.2,16.6,Group Captive Solar & Rooftop PV (SEBI Rank #590),Targeting >50% clean electricity mix
Pearl Global Ind,PGIL,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,2278.3,-6.0,3.0,72.0,126.0,270.0,454.0,2.1,29.0,3.2,8.9,3.7,5.2,16.6,Group Captive Solar & Rooftop PV (SEBI Rank #594),Targeting >54% clean electricity mix
A B Lifestyle,ABLBL,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,86.07,-5.0,5.0,75.0,130.0,275.0,460.0,2.1,30.0,3.2,8.9,3.7,5.2,16.6,Group Captive Solar & Rooftop PV (SEBI Rank #595),Targeting >55% clean electricity mix
Health.Global,HCG,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,700.2,-3.0,9.0,81.0,138.0,285.0,472.0,2.1,32.0,3.2,8.9,3.7,5.2,16.6,Group Captive Solar & Rooftop PV (SEBI Rank #597),Targeting >57% clean electricity mix
The Bombay Burmah,BBTC,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,1496.8,-2.0,11.0,84.0,142.0,290.0,478.0,2.1,33.0,3.2,8.9,3.7,5.2,16.6,Group Captive Solar & Rooftop PV (SEBI Rank #598),Targeting >58% clean electricity mix
Jupiter Wagons,JWL,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,243.24,-1.0,13.0,87.0,146.0,295.0,484.0,2.1,34.0,3.2,8.9,3.7,5.2,16.6,Group Captive Solar & Rooftop PV (SEBI Rank #599),Targeting >59% clean electricity mix
SG Mart,SGMART,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,824.75,0.0,15.0,30.0,90.0,120.0,160.0,2.1,10.0,3.2,8.9,3.7,5.2,16.6,Group Captive Solar & Rooftop PV (SEBI Rank #600),Targeting >35% clean electricity mix
Indiamart Inter.,INDIAMART,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,1726.4,1.0,17.0,33.0,94.0,125.0,166.0,2.1,11.0,3.2,8.9,3.7,5.2,16.6,Group Captive Solar & Rooftop PV (SEBI Rank #601),Targeting >36% clean electricity mix
Rites,RITES,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,215.8,2.0,19.0,36.0,98.0,130.0,172.0,2.1,12.0,3.2,8.9,3.7,5.2,16.6,Group Captive Solar & Rooftop PV (SEBI Rank #602),Targeting >37% clean electricity mix
Whirlpool India,WHIRLPOOL,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,815.95,3.0,21.0,39.0,102.0,135.0,178.0,2.1,13.0,3.2,8.9,3.7,5.2,16.6,Group Captive Solar & Rooftop PV (SEBI Rank #603),Targeting >38% clean electricity mix
AAVAS Financiers,AAVAS,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,1304.2,4.0,23.0,42.0,106.0,140.0,184.0,2.1,14.0,3.2,8.9,3.7,5.2,16.6,Group Captive Solar & Rooftop PV (SEBI Rank #604),Targeting >39% clean electricity mix
KRN Heat Exchan,KRN,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,1578.7,6.0,27.0,48.0,114.0,150.0,196.0,2.1,16.0,3.2,8.9,3.7,5.2,16.6,Group Captive Solar & Rooftop PV (SEBI Rank #606),Targeting >41% clean electricity mix
Rategain Travel,RATEGAIN,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,851.15,9.0,33.0,57.0,126.0,165.0,214.0,2.0,19.0,3.0,8.9,3.7,5.2,15.6,Group Captive Solar & Rooftop PV (SEBI Rank #609),Targeting >44% clean electricity mix
Kwality Wall's,KWIL,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,42.12,11.0,37.0,63.0,134.0,175.0,226.0,2.0,21.0,3.0,8.9,3.7,5.2,15.6,Group Captive Solar & Rooftop PV (SEBI Rank #611),Targeting >46% clean electricity mix
Shiprocket,SHIPROCKET,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,135.92,12.0,39.0,66.0,138.0,180.0,232.0,2.0,22.0,3.0,8.9,3.7,5.2,15.6,Group Captive Solar & Rooftop PV (SEBI Rank #612),Targeting >47% clean electricity mix
Kirl.Pneumatic,KIRLPNU,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,760.45,13.0,41.0,69.0,142.0,185.0,238.0,2.0,23.0,3.0,8.9,3.7,5.2,15.6,Group Captive Solar & Rooftop PV (SEBI Rank #613),Targeting >48% clean electricity mix
Finolex Inds.,FINPIPE,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,158.63,14.0,43.0,72.0,146.0,190.0,244.0,2.0,24.0,3.0,8.9,3.7,5.2,15.6,Group Captive Solar & Rooftop PV (SEBI Rank #614),Targeting >49% clean electricity mix
BLS Internat.,BLS,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,238.79,15.0,45.0,75.0,150.0,195.0,250.0,2.0,25.0,3.0,8.9,3.7,5.2,15.6,Group Captive Solar & Rooftop PV (SEBI Rank #615),Targeting >50% clean electricity mix
Marico Ltd,MARICO,Large Cap,FMCG & Consumer Goods,Rooftop Solar on 100% of owned factories,815.15,16.9,17.2,45.1,51.6,48.9,124.6,16.0,65.0,32.0,8.5,3.7,4.8,15.4,Rooftop Solar on 100% of owned factories,Net Zero emissions by 2040
Elecon Engg.Co,ELECON,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,433.75,18.0,51.0,84.0,162.0,210.0,268.0,1.9,28.0,2.8,8.9,3.7,5.2,14.6,Group Captive Solar & Rooftop PV (SEBI Rank #618),Targeting >53% clean electricity mix
Elantas Beck,ELANTAS,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,12219.0,19.0,53.0,87.0,166.0,215.0,274.0,1.9,29.0,2.8,8.9,3.7,5.2,14.6,Group Captive Solar & Rooftop PV (SEBI Rank #619),Targeting >54% clean electricity mix
Sanofi Consumer,SANOFICONR,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,4201.7,20.0,55.0,90.0,170.0,220.0,280.0,1.9,30.0,2.8,8.9,3.7,5.2,14.6,Group Captive Solar & Rooftop PV (SEBI Rank #620),Targeting >55% clean electricity mix
KRBL,KRBL,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,421.95,21.0,57.0,93.0,174.0,225.0,286.0,1.9,31.0,2.8,8.9,3.7,5.2,14.6,Group Captive Solar & Rooftop PV (SEBI Rank #621),Targeting >56% clean electricity mix
Intellect Design,INTELLECT,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,686.65,22.0,59.0,96.0,178.0,230.0,292.0,1.9,32.0,2.8,8.9,3.7,5.2,14.6,Group Captive Solar & Rooftop PV (SEBI Rank #622),Targeting >57% clean electricity mix
MMTC,MMTC,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,64.18,23.0,61.0,99.0,182.0,235.0,298.0,1.9,33.0,2.8,8.9,3.7,5.2,14.6,Group Captive Solar & Rooftop PV (SEBI Rank #623),Targeting >58% clean electricity mix
Sandur Manganese,SANDUMA,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,197.83,24.0,63.0,102.0,186.0,240.0,304.0,1.9,34.0,2.8,8.9,3.7,5.2,14.6,Group Captive Solar & Rooftop PV (SEBI Rank #624),Targeting >59% clean electricity mix
Jain Resource,JAINREC,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,277.95,25.0,65.0,105.0,190.0,245.0,310.0,1.9,10.0,2.8,8.9,3.7,5.2,14.6,Group Captive Solar & Rooftop PV (SEBI Rank #625),Targeting >35% clean electricity mix
Yatharth Hospit.,YATHARTH,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,991.1,26.0,67.0,108.0,194.0,250.0,316.0,1.9,11.0,2.8,8.9,3.7,5.2,14.6,Group Captive Solar & Rooftop PV (SEBI Rank #626),Targeting >36% clean electricity mix
Saregama India,SAREGAMA,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,492.75,27.0,69.0,111.0,198.0,255.0,322.0,1.9,12.0,2.8,8.9,3.7,5.2,14.6,Group Captive Solar & Rooftop PV (SEBI Rank #627),Targeting >37% clean electricity mix
Sri Lotus,LOTUSDEV,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,193.25,28.0,71.0,114.0,202.0,260.0,328.0,1.9,13.0,2.8,8.9,3.7,5.2,14.6,Group Captive Solar & Rooftop PV (SEBI Rank #628),Targeting >38% clean electricity mix
Brainbees Solut.,FIRSTCRY,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,180.16,29.0,73.0,117.0,206.0,265.0,334.0,1.9,14.0,2.8,8.9,3.7,5.2,14.6,Group Captive Solar & Rooftop PV (SEBI Rank #629),Targeting >39% clean electricity mix
NCC,NCC,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,149.7,30.0,30.0,75.0,165.0,225.0,295.0,1.9,15.0,2.8,8.9,3.7,5.2,14.6,Group Captive Solar & Rooftop PV (SEBI Rank #630),Targeting >40% clean electricity mix
P & G Health Ltd,PGHL,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,5660.0,31.0,32.0,78.0,169.0,230.0,301.0,1.9,16.0,2.8,8.9,3.7,5.2,14.6,Group Captive Solar & Rooftop PV (SEBI Rank #631),Targeting >41% clean electricity mix
Jupiter Life Lin,JLHL,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,286.45,32.0,34.0,81.0,173.0,235.0,307.0,1.9,17.0,2.8,8.9,3.7,5.2,14.6,Group Captive Solar & Rooftop PV (SEBI Rank #632),Targeting >42% clean electricity mix
Esab India,ESABINDIA,Small Cap,Diversified & Manufacturing,Diversified Conglomerates,6067.5,33.0,36.0,84.0,177.0,240.0,313.0,1.9,18.0,2.8,8.9,3.7,5.2,14.6,Group Captive Solar & Rooftop PV (SEBI Rank #633),Targeting >43% clean electricity mix
